"week","staff_id","staff_name","role","service","present"
35,"STF-251c7770","Sharon Cherry","nurse","ICU",1
36,"STF-251c7770","Sharon Cherry","nurse","ICU",0
37,"STF-251c7770","Sharon Cherry","nurse","ICU",1
38,"STF-251c7770","Sharon Cherry","nurse","ICU",1
39,"STF-251c7770","Sharon Cherry","nurse","ICU",0
40,"STF-251c7770","Sharon Cherry","nurse","ICU",1
41,"STF-251c7770","Sharon Cherry","nurse","ICU",1
42,"STF-251c7770","Sharon Cherry","nurse","ICU",0
43,"STF-251c7770","Sharon Cherry","nurse","ICU",1
44,"STF-251c7770","Sharon Cherry","nurse","ICU",1
45,"STF-251c7770","Sharon Cherry","nurse","ICU",0
46,"STF-251c7770","Sharon Cherry","nurse","ICU",1
47,"STF-251c7770","Sharon Cherry","nurse","ICU",1
48,"STF-251c7770","Sharon Cherry","nurse","ICU",0
49,"STF-251c7770","Sharon Cherry","nurse","ICU",1
50,"STF-251c7770","Sharon Cherry","nurse","ICU",1
51,"STF-251c7770","Sharon Cherry","nurse","ICU",0
52,"STF-251c7770","Sharon Cherry","nurse","ICU",1
1,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
2,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
3,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
4,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
5,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
6,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
7,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
8,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
9,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
10,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
11,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
12,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
13,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
14,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
15,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
16,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
17,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
18,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
19,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
20,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
21,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
22,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
23,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
24,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
25,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
26,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
27,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
28,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
29,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
30,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
31,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
32,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
33,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
34,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
35,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
36,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
37,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
38,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
39,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
40,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
41,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
42,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
43,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
44,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
45,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
46,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
47,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
48,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
49,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
50,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
51,"STF-3fb56209","Sierra Johnson","nurse","ICU",0
52,"STF-3fb56209","Sierra Johnson","nurse","ICU",1
1,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
2,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
3,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
4,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
5,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
6,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
7,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
8,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
9,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
10,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
11,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
12,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
13,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
14,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
15,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
16,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
17,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
18,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
19,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
20,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
21,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
22,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
23,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
24,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
25,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
26,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
27,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
28,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
29,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
30,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
31,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
32,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
33,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
34,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
35,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
36,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
37,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
38,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
39,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
40,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
41,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
42,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
43,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
44,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
45,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
46,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
47,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
48,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
49,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
50,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
51,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",0
52,"STF-a8c30e00","Evelyn Galvan","nurse","ICU",1
1,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
2,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
3,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
4,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
5,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
6,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
7,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
8,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
9,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
10,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
11,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
12,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
13,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
14,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
15,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
16,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
17,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
18,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
19,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
20,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
21,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
22,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
23,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
24,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
25,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
26,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
27,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
28,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
29,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
30,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
31,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
32,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
33,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
34,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
35,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
36,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
37,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
38,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
39,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
40,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
41,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
42,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
43,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
44,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
45,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
46,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
47,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
48,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
49,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
50,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
51,"STF-021fdf9f","Sharon Cochran","nurse","ICU",0
52,"STF-021fdf9f","Sharon Cochran","nurse","ICU",1
1,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
2,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
3,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
4,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
5,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
6,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
7,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
8,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
9,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
10,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
11,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
12,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
13,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
14,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
15,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
16,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
17,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
18,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
19,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
20,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
21,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
22,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
23,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
24,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
25,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
26,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
27,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
28,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
29,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
30,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
31,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
32,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
33,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
34,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
35,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
36,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
37,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
38,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
39,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
40,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
41,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
42,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
43,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
44,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
45,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
46,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
47,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
48,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
49,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
50,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
51,"STF-052894a3","Richard Rodriguez","nurse","ICU",0
52,"STF-052894a3","Richard Rodriguez","nurse","ICU",1
1,"STF-e573be71","Shannon Walker","nurse","ICU",1
2,"STF-e573be71","Shannon Walker","nurse","ICU",1
3,"STF-e573be71","Shannon Walker","nurse","ICU",0
4,"STF-e573be71","Shannon Walker","nurse","ICU",1
5,"STF-e573be71","Shannon Walker","nurse","ICU",1
6,"STF-e573be71","Shannon Walker","nurse","ICU",0
7,"STF-e573be71","Shannon Walker","nurse","ICU",1
8,"STF-e573be71","Shannon Walker","nurse","ICU",1
9,"STF-e573be71","Shannon Walker","nurse","ICU",0
10,"STF-e573be71","Shannon Walker","nurse","ICU",1
11,"STF-e573be71","Shannon Walker","nurse","ICU",1
12,"STF-e573be71","Shannon Walker","nurse","ICU",0
13,"STF-e573be71","Shannon Walker","nurse","ICU",0
14,"STF-e573be71","Shannon Walker","nurse","ICU",1
15,"STF-e573be71","Shannon Walker","nurse","ICU",0
16,"STF-e573be71","Shannon Walker","nurse","ICU",1
17,"STF-e573be71","Shannon Walker","nurse","ICU",1
18,"STF-e573be71","Shannon Walker","nurse","ICU",0
19,"STF-e573be71","Shannon Walker","nurse","ICU",1
20,"STF-e573be71","Shannon Walker","nurse","ICU",1
21,"STF-e573be71","Shannon Walker","nurse","ICU",0
22,"STF-e573be71","Shannon Walker","nurse","ICU",1
23,"STF-e573be71","Shannon Walker","nurse","ICU",1
24,"STF-e573be71","Shannon Walker","nurse","ICU",0
25,"STF-e573be71","Shannon Walker","nurse","ICU",0
26,"STF-e573be71","Shannon Walker","nurse","ICU",1
27,"STF-e573be71","Shannon Walker","nurse","ICU",0
28,"STF-e573be71","Shannon Walker","nurse","ICU",1
29,"STF-e573be71","Shannon Walker","nurse","ICU",1
30,"STF-e573be71","Shannon Walker","nurse","ICU",0
31,"STF-e573be71","Shannon Walker","nurse","ICU",0
32,"STF-e573be71","Shannon Walker","nurse","ICU",1
33,"STF-e573be71","Shannon Walker","nurse","ICU",0
34,"STF-e573be71","Shannon Walker","nurse","ICU",1
35,"STF-e573be71","Shannon Walker","nurse","ICU",1
36,"STF-e573be71","Shannon Walker","nurse","ICU",0
37,"STF-e573be71","Shannon Walker","nurse","ICU",1
38,"STF-e573be71","Shannon Walker","nurse","ICU",1
39,"STF-e573be71","Shannon Walker","nurse","ICU",0
40,"STF-e573be71","Shannon Walker","nurse","ICU",1
41,"STF-e573be71","Shannon Walker","nurse","ICU",1
42,"STF-e573be71","Shannon Walker","nurse","ICU",0
43,"STF-e573be71","Shannon Walker","nurse","ICU",1
44,"STF-e573be71","Shannon Walker","nurse","ICU",1
45,"STF-e573be71","Shannon Walker","nurse","ICU",0
46,"STF-e573be71","Shannon Walker","nurse","ICU",0
47,"STF-e573be71","Shannon Walker","nurse","ICU",1
48,"STF-e573be71","Shannon Walker","nurse","ICU",0
49,"STF-e573be71","Shannon Walker","nurse","ICU",1
50,"STF-e573be71","Shannon Walker","nurse","ICU",1
51,"STF-e573be71","Shannon Walker","nurse","ICU",0
52,"STF-e573be71","Shannon Walker","nurse","ICU",1
1,"STF-97ee23c3","Julia Torres","nurse","ICU",1
2,"STF-97ee23c3","Julia Torres","nurse","ICU",1
3,"STF-97ee23c3","Julia Torres","nurse","ICU",0
4,"STF-97ee23c3","Julia Torres","nurse","ICU",1
5,"STF-97ee23c3","Julia Torres","nurse","ICU",1
6,"STF-97ee23c3","Julia Torres","nurse","ICU",0
7,"STF-97ee23c3","Julia Torres","nurse","ICU",1
8,"STF-97ee23c3","Julia Torres","nurse","ICU",1
9,"STF-97ee23c3","Julia Torres","nurse","ICU",0
10,"STF-97ee23c3","Julia Torres","nurse","ICU",0
11,"STF-97ee23c3","Julia Torres","nurse","ICU",1
12,"STF-97ee23c3","Julia Torres","nurse","ICU",0
13,"STF-97ee23c3","Julia Torres","nurse","ICU",1
14,"STF-97ee23c3","Julia Torres","nurse","ICU",1
15,"STF-97ee23c3","Julia Torres","nurse","ICU",0
16,"STF-97ee23c3","Julia Torres","nurse","ICU",0
17,"STF-97ee23c3","Julia Torres","nurse","ICU",1
18,"STF-97ee23c3","Julia Torres","nurse","ICU",0
19,"STF-97ee23c3","Julia Torres","nurse","ICU",1
20,"STF-97ee23c3","Julia Torres","nurse","ICU",1
21,"STF-97ee23c3","Julia Torres","nurse","ICU",0
22,"STF-97ee23c3","Julia Torres","nurse","ICU",1
23,"STF-97ee23c3","Julia Torres","nurse","ICU",1
24,"STF-97ee23c3","Julia Torres","nurse","ICU",0
25,"STF-97ee23c3","Julia Torres","nurse","ICU",1
26,"STF-97ee23c3","Julia Torres","nurse","ICU",1
27,"STF-97ee23c3","Julia Torres","nurse","ICU",0
28,"STF-97ee23c3","Julia Torres","nurse","ICU",1
29,"STF-97ee23c3","Julia Torres","nurse","ICU",1
30,"STF-97ee23c3","Julia Torres","nurse","ICU",0
31,"STF-97ee23c3","Julia Torres","nurse","ICU",1
32,"STF-97ee23c3","Julia Torres","nurse","ICU",1
33,"STF-97ee23c3","Julia Torres","nurse","ICU",0
34,"STF-97ee23c3","Julia Torres","nurse","ICU",1
35,"STF-97ee23c3","Julia Torres","nurse","ICU",1
36,"STF-97ee23c3","Julia Torres","nurse","ICU",0
37,"STF-97ee23c3","Julia Torres","nurse","ICU",0
38,"STF-97ee23c3","Julia Torres","nurse","ICU",1
39,"STF-97ee23c3","Julia Torres","nurse","ICU",0
40,"STF-97ee23c3","Julia Torres","nurse","ICU",1
41,"STF-97ee23c3","Julia Torres","nurse","ICU",1
42,"STF-97ee23c3","Julia Torres","nurse","ICU",0
43,"STF-97ee23c3","Julia Torres","nurse","ICU",1
44,"STF-97ee23c3","Julia Torres","nurse","ICU",1
45,"STF-97ee23c3","Julia Torres","nurse","ICU",0
46,"STF-97ee23c3","Julia Torres","nurse","ICU",1
47,"STF-97ee23c3","Julia Torres","nurse","ICU",1
48,"STF-97ee23c3","Julia Torres","nurse","ICU",0
49,"STF-97ee23c3","Julia Torres","nurse","ICU",1
50,"STF-97ee23c3","Julia Torres","nurse","ICU",1
51,"STF-97ee23c3","Julia Torres","nurse","ICU",0
52,"STF-97ee23c3","Julia Torres","nurse","ICU",1
1,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
2,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
3,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
4,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
5,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
6,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
7,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
8,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
9,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
10,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
11,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
12,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
13,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
14,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
15,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
16,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
17,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
18,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
19,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
20,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
21,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
22,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
23,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
24,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
25,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
26,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
27,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
28,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
29,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
30,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
31,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
32,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
33,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
34,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
35,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
36,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
37,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
38,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
39,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
40,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
41,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
42,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
43,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
44,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
45,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
46,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
47,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
48,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
49,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
50,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
51,"STF-cf9225db","Crystal Johnson","nurse","ICU",0
52,"STF-cf9225db","Crystal Johnson","nurse","ICU",1
1,"STF-abfdc900","Garrett Lin","nurse","ICU",1
2,"STF-abfdc900","Garrett Lin","nurse","ICU",1
3,"STF-abfdc900","Garrett Lin","nurse","ICU",0
4,"STF-abfdc900","Garrett Lin","nurse","ICU",1
5,"STF-abfdc900","Garrett Lin","nurse","ICU",1
6,"STF-abfdc900","Garrett Lin","nurse","ICU",0
7,"STF-abfdc900","Garrett Lin","nurse","ICU",1
8,"STF-abfdc900","Garrett Lin","nurse","ICU",0
9,"STF-abfdc900","Garrett Lin","nurse","ICU",0
10,"STF-abfdc900","Garrett Lin","nurse","ICU",1
11,"STF-abfdc900","Garrett Lin","nurse","ICU",1
12,"STF-abfdc900","Garrett Lin","nurse","ICU",0
13,"STF-abfdc900","Garrett Lin","nurse","ICU",1
14,"STF-abfdc900","Garrett Lin","nurse","ICU",1
15,"STF-abfdc900","Garrett Lin","nurse","ICU",0
16,"STF-abfdc900","Garrett Lin","nurse","ICU",1
17,"STF-abfdc900","Garrett Lin","nurse","ICU",1
18,"STF-abfdc900","Garrett Lin","nurse","ICU",0
19,"STF-abfdc900","Garrett Lin","nurse","ICU",1
20,"STF-abfdc900","Garrett Lin","nurse","ICU",1
21,"STF-abfdc900","Garrett Lin","nurse","ICU",0
22,"STF-abfdc900","Garrett Lin","nurse","ICU",0
23,"STF-abfdc900","Garrett Lin","nurse","ICU",1
24,"STF-abfdc900","Garrett Lin","nurse","ICU",0
25,"STF-abfdc900","Garrett Lin","nurse","ICU",0
26,"STF-abfdc900","Garrett Lin","nurse","ICU",1
27,"STF-abfdc900","Garrett Lin","nurse","ICU",0
28,"STF-abfdc900","Garrett Lin","nurse","ICU",1
29,"STF-abfdc900","Garrett Lin","nurse","ICU",1
30,"STF-abfdc900","Garrett Lin","nurse","ICU",0
31,"STF-abfdc900","Garrett Lin","nurse","ICU",1
32,"STF-abfdc900","Garrett Lin","nurse","ICU",1
33,"STF-abfdc900","Garrett Lin","nurse","ICU",0
34,"STF-abfdc900","Garrett Lin","nurse","ICU",1
35,"STF-abfdc900","Garrett Lin","nurse","ICU",1
36,"STF-abfdc900","Garrett Lin","nurse","ICU",0
37,"STF-abfdc900","Garrett Lin","nurse","ICU",0
38,"STF-abfdc900","Garrett Lin","nurse","ICU",1
39,"STF-abfdc900","Garrett Lin","nurse","ICU",0
40,"STF-abfdc900","Garrett Lin","nurse","ICU",1
41,"STF-abfdc900","Garrett Lin","nurse","ICU",1
42,"STF-abfdc900","Garrett Lin","nurse","ICU",0
43,"STF-abfdc900","Garrett Lin","nurse","ICU",1
44,"STF-abfdc900","Garrett Lin","nurse","ICU",1
45,"STF-abfdc900","Garrett Lin","nurse","ICU",0
46,"STF-abfdc900","Garrett Lin","nurse","ICU",1
47,"STF-abfdc900","Garrett Lin","nurse","ICU",1
48,"STF-abfdc900","Garrett Lin","nurse","ICU",0
49,"STF-abfdc900","Garrett Lin","nurse","ICU",1
50,"STF-abfdc900","Garrett Lin","nurse","ICU",1
51,"STF-abfdc900","Garrett Lin","nurse","ICU",0
52,"STF-abfdc900","Garrett Lin","nurse","ICU",1
1,"STF-836e90d0","Diana May","nurse","ICU",1
2,"STF-836e90d0","Diana May","nurse","ICU",1
3,"STF-836e90d0","Diana May","nurse","ICU",0
4,"STF-836e90d0","Diana May","nurse","ICU",1
5,"STF-836e90d0","Diana May","nurse","ICU",1
6,"STF-836e90d0","Diana May","nurse","ICU",0
7,"STF-836e90d0","Diana May","nurse","ICU",1
8,"STF-836e90d0","Diana May","nurse","ICU",0
9,"STF-836e90d0","Diana May","nurse","ICU",0
10,"STF-836e90d0","Diana May","nurse","ICU",1
11,"STF-836e90d0","Diana May","nurse","ICU",1
12,"STF-836e90d0","Diana May","nurse","ICU",0
13,"STF-836e90d0","Diana May","nurse","ICU",1
14,"STF-836e90d0","Diana May","nurse","ICU",1
15,"STF-836e90d0","Diana May","nurse","ICU",0
16,"STF-836e90d0","Diana May","nurse","ICU",1
17,"STF-836e90d0","Diana May","nurse","ICU",1
18,"STF-836e90d0","Diana May","nurse","ICU",0
19,"STF-836e90d0","Diana May","nurse","ICU",1
20,"STF-836e90d0","Diana May","nurse","ICU",1
21,"STF-836e90d0","Diana May","nurse","ICU",0
22,"STF-836e90d0","Diana May","nurse","ICU",1
